,LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,AboveMedianPrice
542,10140,7,5,1650,2,0,3,7,1,583,1
543,4058,7,5,723,1,0,1,4,0,367,0
544,17104,7,5,654,2,1,3,7,1,426,1
545,13837,7,5,1204,2,1,4,9,0,786,1
546,8737,6,7,1065,1,1,3,6,1,440,1
547,7244,5,7,768,1,0,2,5,0,624,0
548,8235,5,7,825,1,0,2,4,0,720,0
549,9375,7,5,912,2,1,4,8,1,615,1
550,4043,6,6,1069,2,0,2,4,0,440,0
551,6000,5,6,928,1,0,3,5,0,288,0
552,11146,8,5,1709,2,0,3,7,1,908,1
553,8777,4,5,0,2,0,2,5,0,520,0
554,10625,7,5,998,2,1,3,8,1,871,1
555,6380,5,6,993,1,0,2,5,1,280,0
556,14850,5,5,1092,1,0,2,6,1,299,0
557,11040,4,6,637,1,1,3,7,0,570,0
558,21872,7,5,729,2,1,3,6,1,406,1
559,3196,7,5,1374,2,0,2,7,1,420,1
560,11341,5,6,1392,1,1,3,5,1,528,0
561,10010,5,5,1389,1,0,2,6,1,418,1
562,13907,5,6,996,1,0,3,6,1,0,0
563,21780,6,7,1163,2,0,4,8,1,396,1
564,13346,7,5,1095,2,1,4,9,1,590,1
565,6858,6,4,806,1,1,4,6,0,216,0
566,11198,9,5,1122,2,1,4,11,1,656,1
567,10171,7,5,1517,2,0,3,7,0,532,1
568,12327,8,8,1496,1,1,1,5,1,612,1
569,7032,5,5,943,1,0,2,4,2,600,0
570,13101,5,5,1728,2,0,6,10,0,576,0
571,7332,6,6,864,1,0,2,4,0,288,0
572,13159,7,5,846,2,1,3,6,0,650,1
573,9967,7,5,384,2,1,3,8,1,400,1
574,10500,5,7,372,1,0,3,5,0,288,0
575,8480,5,5,832,1,0,2,6,0,336,0
576,6292,7,7,861,2,0,3,6,1,216,0
577,11777,5,6,1164,1,0,3,6,2,564,1
578,3604,7,5,689,2,0,2,5,0,540,0
579,12150,5,5,1050,2,0,4,7,0,352,0
580,14585,6,6,1144,1,0,3,7,2,572,1
581,12704,8,5,2042,2,1,3,8,1,1390,1
582,11841,6,5,816,1,0,3,5,0,0,0
583,13500,10,9,1237,3,1,3,9,1,880,1
584,6120,4,7,884,1,0,3,6,0,240,0
585,11443,8,5,1868,2,0,2,7,2,880,1
586,10267,6,7,816,1,0,2,5,0,275,0
587,8740,5,6,840,1,0,2,4,0,528,0
588,25095,5,8,1437,1,0,1,5,2,452,0
589,9100,5,6,742,1,0,2,4,0,308,0
590,8320,7,5,770,2,1,3,6,0,520,1
591,13478,10,5,1722,2,1,3,10,1,842,1
592,6600,5,8,816,1,0,2,4,0,816,0
593,4435,6,5,848,1,0,1,4,0,420,0
594,7990,5,6,924,1,0,3,5,0,280,0
595,11302,8,5,1814,2,0,3,7,1,758,1
596,3600,6,7,684,1,0,3,7,0,216,0
597,3922,7,5,1258,0,2,2,7,1,648,1
598,12984,5,6,1430,2,0,3,7,1,621,1
599,1950,6,6,716,2,1,3,6,1,452,0
600,10927,8,5,1058,2,1,3,8,1,736,1
601,9000,6,6,780,1,1,3,6,1,544,0
602,10041,8,5,908,2,1,3,8,1,506,1
603,3182,7,5,600,2,1,2,4,0,480,0
604,12803,7,5,1494,2,0,3,6,1,530,1
605,13600,7,6,768,2,1,3,7,3,486,1
606,12464,5,5,1040,1,0,3,6,0,576,0
607,7800,5,8,896,3,0,3,8,0,230,1
608,12168,8,6,965,2,1,4,10,2,380,1
609,7943,4,5,1029,1,0,3,5,0,261,0
610,11050,9,5,1440,2,1,3,8,2,736,1
611,10395,6,6,1032,2,0,3,6,1,564,0
612,11885,8,5,1299,2,1,3,7,1,531,1
613,8402,5,5,1120,1,0,3,6,0,0,0
614,1491,4,6,630,1,0,1,3,0,0,0
615,8800,6,7,936,1,0,3,6,0,480,0
616,7861,6,5,783,2,1,3,7,1,393,1
617,7227,6,6,832,1,0,2,4,0,528,0
618,11694,9,5,1822,2,0,3,9,1,774,1
619,12244,8,5,1482,2,1,4,10,2,749,1
620,8248,3,3,864,1,0,2,5,0,0,0
621,10800,6,7,1522,2,1,4,9,1,624,1
622,7064,5,6,980,1,0,3,6,0,484,0
623,2117,6,5,756,2,1,2,4,1,440,1
624,10400,6,5,732,1,2,4,8,1,484,1
625,10000,6,6,1116,1,1,3,5,0,440,0
626,12342,5,5,978,1,0,3,6,1,286,0
627,9600,6,6,1156,1,0,3,7,2,364,0
628,11606,5,5,1040,1,2,5,9,2,504,0
629,9020,6,5,1248,1,1,3,6,0,520,1
630,9000,5,6,636,1,0,3,8,0,240,0
631,4590,8,5,1554,2,0,2,6,1,627,1
632,11900,7,5,1386,2,0,3,6,1,544,0
633,9250,5,7,1056,1,0,3,6,0,260,0
634,6979,6,5,1056,0,0,0,4,0,576,0
635,10896,6,7,1440,2,0,8,14,0,0,1
636,6120,2,3,264,1,0,1,4,1,0,0
637,6000,5,4,811,2,0,3,7,0,256,0
638,8777,5,7,796,1,0,2,4,0,0,0
639,3982,8,5,1520,2,0,1,7,1,648,1
640,12677,8,5,1518,1,1,1,6,1,588,1
641,7050,7,5,1057,2,1,3,7,1,650,1
642,13860,8,7,1952,2,1,4,9,3,538,1
643,10793,5,5,780,2,1,4,7,0,462,0
644,9187,9,5,1766,2,1,2,7,1,478,1
645,10530,6,5,981,1,1,3,5,0,576,0
646,7200,5,5,0,1,0,3,7,0,420,0
647,10452,6,5,1094,1,0,3,5,2,495,0
648,7700,6,5,756,1,1,4,7,1,442,0
649,1936,4,6,630,1,0,1,3,0,0,0
650,8125,7,6,813,2,1,3,7,0,562,1
651,9084,4,5,755,1,0,4,7,1,296,0
652,8750,7,5,880,2,1,2,7,1,512,1
653,10320,6,7,756,1,0,3,7,0,216,0
654,10437,8,6,2109,2,1,2,7,1,839,1
655,1680,6,5,525,1,1,3,6,0,264,0
656,10007,5,7,1053,1,1,3,5,0,312,0
657,7200,7,6,776,1,1,3,6,1,270,0
658,17503,6,5,912,1,0,3,6,1,330,0
659,9937,5,7,1486,1,0,3,7,0,480,1
660,12384,7,7,793,2,1,3,7,1,550,1
661,46589,8,7,1629,2,1,4,8,1,711,1
662,13560,6,3,1392,1,0,2,5,2,576,0
663,10012,4,5,1138,2,0,3,6,0,588,0
664,20896,8,5,2077,1,1,1,8,1,1134,1
665,11194,8,5,1406,2,1,3,7,1,504,1
666,18450,6,5,1021,2,1,3,7,1,596,0
667,8125,6,5,1408,2,0,3,7,1,575,1
668,14175,5,6,1188,1,1,3,6,1,576,1
669,11600,4,5,700,1,0,2,5,1,252,0
670,8633,6,5,738,2,1,3,7,0,540,1
671,6629,6,6,672,2,0,3,6,0,300,0
672,11250,6,6,1208,1,1,3,6,1,546,1
673,14442,6,7,1477,2,0,3,7,2,416,1
674,9200,6,6,1136,1,0,3,5,1,384,0
675,2289,6,6,855,2,1,3,7,1,440,0
676,9600,4,2,1095,2,0,4,8,0,779,0
677,9022,5,8,768,1,0,2,5,0,240,0
678,11844,8,5,2046,2,1,3,7,1,834,1
679,9945,5,5,988,1,0,3,5,0,572,0
680,8012,6,5,923,2,0,2,5,1,264,0
681,4500,5,5,793,1,0,3,6,0,281,0
682,2887,6,5,1291,1,0,2,6,1,431,1
683,11248,9,5,1626,2,0,3,7,1,702,1
684,16770,7,5,1195,2,1,4,7,0,486,1
685,5062,7,5,1190,2,0,3,6,1,577,1
686,10207,7,6,874,3,0,3,7,0,578,1
687,5105,7,5,551,2,1,2,4,0,480,0
688,8089,8,6,1419,2,0,2,7,1,567,1
689,7577,6,5,1362,2,0,2,6,1,460,1
690,4426,6,5,848,1,0,1,3,1,420,0
691,21535,10,6,2444,3,1,4,10,2,832,1
692,26178,7,5,1210,2,1,4,9,2,628,1
693,5400,5,6,1073,1,0,2,4,0,326,0
694,6120,5,6,927,1,1,3,5,0,576,0
695,13811,6,6,1112,2,0,2,5,1,551,1
696,6000,5,7,616,1,0,2,4,0,205,0
697,6420,5,7,980,1,0,2,6,0,308,0
698,8450,5,8,894,1,0,3,5,1,336,0
699,4282,7,5,1391,2,0,2,5,0,530,1
700,14331,8,5,1800,2,0,3,7,1,765,1
701,9600,7,5,1164,1,1,3,6,0,528,0
702,12438,8,5,1234,2,1,4,10,1,666,1
703,7630,5,9,360,2,0,4,8,1,672,0
704,8400,7,5,1473,2,0,3,7,0,606,1
705,5600,4,5,0,2,0,3,7,0,0,0
706,115149,7,5,1643,2,0,2,5,2,739,1
707,6240,8,5,1324,2,0,2,6,1,550,1
708,9018,7,5,728,2,1,3,8,1,400,1
709,7162,5,7,876,1,0,3,6,0,408,0
710,4130,3,6,270,1,0,2,5,0,0,0
711,8712,4,7,859,1,0,2,7,0,384,0
712,4671,8,5,1228,2,0,2,5,1,472,1
713,9873,4,5,960,1,0,3,6,0,576,0
714,13517,6,8,725,2,1,3,6,0,475,0
715,10140,6,5,1064,2,0,3,7,1,478,1
716,10800,7,8,718,1,1,3,8,0,704,0
717,10000,5,6,1176,1,1,3,5,1,439,0
718,10542,7,5,1311,2,1,3,9,1,983,1
719,9920,5,6,971,1,1,3,5,1,300,0
720,6563,8,5,1742,2,0,2,5,1,564,1
721,4426,6,5,848,1,0,1,3,0,420,0
722,8120,4,7,864,1,0,3,5,0,463,0
723,8172,4,6,941,2,0,4,7,0,548,0
724,13286,9,5,1698,2,0,3,8,1,768,1
725,6960,4,6,864,1,0,3,5,0,660,0
726,21695,6,9,880,2,0,3,5,1,540,1
727,7314,7,5,1232,2,0,2,6,0,632,1
728,11475,5,5,1584,2,0,4,9,0,888,0
729,6240,4,5,780,1,0,2,5,0,539,0
730,5389,8,5,1595,2,0,2,5,1,608,1
731,9590,7,5,868,2,0,3,6,1,438,1
732,11404,7,5,1153,2,1,3,8,1,541,1
733,10000,5,6,864,1,0,3,6,1,264,0
734,8978,5,5,948,1,0,3,6,0,300,0
735,10800,7,7,880,1,1,2,6,2,320,0
736,8544,3,4,0,2,0,2,6,0,400,0
737,10463,8,5,893,2,1,3,8,1,800,1
738,10800,5,5,1200,3,0,3,5,0,0,1
739,9313,7,5,864,2,1,3,7,0,572,1
740,9600,5,7,264,2,0,2,7,0,360,0
741,6768,6,8,912,1,0,3,5,0,288,0
742,8450,7,5,1349,2,0,3,6,0,539,1
743,12886,5,6,520,2,0,3,6,1,480,1
744,5395,8,5,1337,2,0,2,5,1,462,1
745,8963,8,9,1142,3,1,4,11,2,831,1
746,8795,7,5,952,2,1,4,8,1,554,1
747,11700,7,7,1240,1,1,4,8,1,864,1
748,10593,7,5,1720,2,0,3,7,1,527,1
749,8405,4,3,0,2,0,4,9,0,240,0
750,8800,4,7,576,1,0,3,7,0,0,0
751,7750,7,5,660,2,1,3,6,0,400,0
752,9236,6,5,1479,2,0,3,6,0,576,1
753,10240,8,5,1030,2,1,3,8,1,878,1
754,7930,6,8,1026,1,0,3,5,0,440,0
755,3230,6,5,729,2,1,3,6,0,440,1
756,10769,8,5,866,2,1,3,7,0,578,1
757,11616,6,5,672,2,1,3,6,1,440,0
758,2280,7,5,744,2,1,3,6,0,440,1
759,12257,8,5,1318,2,1,4,9,1,752,1
760,9100,6,6,864,1,0,2,5,0,300,0
761,6911,5,5,1145,1,0,2,5,0,440,0
762,8640,7,5,756,2,1,3,7,0,614,1
763,9430,8,5,1252,2,1,3,8,1,856,1
764,9549,8,5,1494,1,1,2,6,1,481,1
765,14587,9,5,1498,2,0,2,6,1,592,1
766,10421,7,5,980,2,1,3,7,1,496,1
767,12508,6,7,983,2,0,4,7,0,423,0
768,9100,7,5,1860,2,0,3,8,1,484,1
769,53504,8,5,1650,3,1,4,12,1,841,1
770,7252,5,5,858,1,0,2,5,0,576,0
771,8877,4,5,836,1,0,2,6,0,396,0
772,7819,6,5,1029,1,0,3,6,1,672,0
773,10150,5,5,912,1,0,2,5,0,275,0
774,14226,8,5,1935,2,0,3,9,1,895,1
775,4500,6,5,1204,2,0,2,5,0,412,0
776,11210,7,5,1614,2,0,3,7,0,865,1
777,13350,5,5,864,1,0,3,5,1,440,0
778,8400,5,5,0,2,0,4,10,2,630,0
779,10530,6,5,975,1,0,2,4,0,504,0
780,7875,7,5,1237,2,0,3,6,1,402,1
781,7153,6,5,761,2,1,3,7,0,484,1
782,16285,7,5,1413,2,0,3,6,0,605,1
783,9101,5,6,1097,1,0,1,4,1,602,1
784,6300,6,6,742,2,0,3,9,1,0,0
785,9790,6,5,1372,2,0,3,7,1,457,0
786,10800,5,6,686,2,0,4,7,0,416,0
787,10142,7,5,956,2,1,4,8,0,618,1
788,6000,4,7,901,1,0,2,4,0,281,0
789,12205,6,8,832,2,1,5,9,0,444,1
790,3182,7,5,1145,2,0,2,5,1,397,0
791,11333,6,5,1029,1,0,3,5,2,539,0
792,9920,7,5,1117,2,1,3,8,1,455,1
793,9158,8,5,1496,2,0,3,7,0,474,1
794,10832,7,5,712,2,1,3,7,1,409,1
795,8400,6,6,650,2,1,3,7,1,476,1
796,8197,6,5,660,1,1,3,7,1,528,0
797,7677,5,5,773,1,0,2,4,0,240,0
798,13518,9,5,1926,3,1,4,11,2,820,1
799,7200,5,7,731,1,1,3,7,2,240,1
800,12798,6,5,616,2,1,4,8,0,603,1
801,4800,4,7,1196,1,0,2,5,0,440,0
802,8199,7,5,728,2,1,3,7,1,410,1
803,13891,9,5,1734,3,1,4,12,1,1020,1
804,9000,5,5,936,1,0,2,5,0,286,0
805,12274,7,5,1417,2,0,3,6,0,554,1
806,9750,5,5,980,2,0,3,6,0,384,0
807,21384,5,6,1324,1,1,3,6,1,528,1
808,13400,5,5,1024,1,0,3,6,1,484,0
809,8100,5,5,849,2,0,2,11,0,360,0
810,10140,6,6,1040,1,1,3,5,1,484,1
811,4438,6,5,848,1,0,1,4,1,420,0
812,8712,5,5,540,1,0,2,4,0,504,0
813,9750,6,6,1442,1,1,4,7,0,301,0
814,8248,5,7,686,1,1,3,7,0,280,0
815,12137,7,5,1649,2,0,3,6,0,598,1
816,11425,5,6,1008,1,0,2,4,1,275,0
817,13265,8,5,1568,2,0,3,7,2,857,1
818,8816,6,7,1010,1,0,3,6,0,440,0
819,6371,7,5,1358,2,0,2,6,1,484,1
820,7226,7,5,798,2,1,3,6,0,595,1
821,6000,4,4,936,1,0,2,4,0,576,0
822,12394,7,5,847,2,1,3,7,1,433,1
823,9900,6,7,778,2,0,3,7,1,240,0
824,11216,8,5,1489,2,0,3,7,1,776,1
825,14803,10,5,2078,2,0,2,7,1,1220,1
826,6130,5,6,784,1,0,2,5,0,0,0
827,8529,7,5,1454,2,0,3,6,1,527,1
828,28698,5,5,1013,2,1,3,7,0,538,1
829,2544,7,5,600,2,1,2,4,0,480,0
830,11900,6,5,1392,1,1,3,6,2,458,1
831,3180,7,5,600,2,1,2,4,0,480,0
832,9548,7,6,941,2,1,3,7,1,613,1
833,10004,6,6,1516,1,1,3,6,0,472,1
834,7875,5,6,1144,1,0,3,6,0,456,0
835,9600,4,7,1067,2,0,2,4,0,436,0
836,8100,5,6,1559,1,0,2,5,0,812,0
837,1680,6,5,483,1,1,2,5,0,264,0
838,9525,5,6,1099,1,1,3,6,0,352,0
839,11767,5,6,768,1,0,3,6,0,240,0
840,12155,6,8,672,2,0,4,7,0,400,0
841,10440,5,8,650,2,0,3,8,1,686,0
842,9020,6,7,1127,1,1,3,6,0,490,1
843,8000,5,4,1800,2,0,6,10,0,0,0
844,12665,5,8,876,1,1,4,7,1,720,0
845,16647,5,5,1390,2,0,3,6,2,611,1
846,9317,7,5,740,2,1,3,7,1,425,1
847,15523,5,6,864,1,0,3,5,1,338,0
848,45600,6,8,907,3,0,5,10,1,360,1
849,9600,6,7,528,2,1,3,7,1,512,1
850,4435,6,5,848,1,0,1,3,0,420,0
851,3196,8,5,1273,2,0,2,7,1,400,1
852,7128,7,5,918,2,0,4,7,2,240,1
853,12095,6,6,1127,1,1,3,7,1,645,0
854,17920,5,4,1763,1,1,3,6,1,454,1
855,6897,5,8,1040,1,1,3,6,0,260,0
856,10970,6,6,940,1,0,3,5,0,576,0
857,8125,6,5,702,2,1,3,6,1,343,1
858,10400,7,5,1090,2,0,3,6,1,479,0
859,11029,6,7,1054,2,1,4,9,1,619,1
860,7642,7,8,912,1,1,3,7,1,216,1
861,11625,5,4,1039,1,1,3,6,0,504,0
862,9672,6,5,1040,2,0,3,6,0,480,0
863,7931,5,5,1148,1,0,3,6,0,672,0
864,8640,7,5,1372,2,0,3,6,0,529,1
865,8750,5,6,1002,1,0,3,5,0,902,0
866,10656,8,5,1638,2,0,3,6,1,870,1
867,6970,4,5,1040,1,1,3,5,0,544,0
868,14762,5,6,0,2,0,2,7,1,672,1
869,9938,7,5,1050,2,1,3,8,1,574,1
870,6600,5,5,894,1,0,2,5,0,308,0
871,8750,6,5,804,2,1,3,7,0,523,1
872,8892,5,7,105,1,0,3,5,0,414,0
873,12144,5,7,832,1,0,3,6,1,288,0
874,5720,5,6,676,1,1,3,5,0,200,0
875,9000,8,5,1184,2,1,4,11,1,550,1
876,25286,4,5,1064,1,0,3,5,0,648,0
877,8834,9,5,1462,2,1,4,10,1,738,1
878,11782,5,7,1109,1,0,3,6,0,576,0
879,7000,5,8,864,1,0,3,6,0,336,0
880,7024,5,5,1090,1,1,2,5,0,450,0
881,13758,7,5,1156,2,1,3,7,1,400,1
882,9636,6,5,808,2,1,3,7,1,389,1
883,6204,4,5,795,1,0,5,10,0,440,0
884,7150,5,5,892,1,0,3,5,0,288,0
885,5119,9,5,1698,2,0,2,5,1,506,1
886,8393,5,5,1626,2,0,4,8,0,588,0
887,16466,5,7,816,1,1,3,8,0,300,0
888,15865,8,6,2217,2,0,4,8,1,621,1
889,12160,6,4,1505,1,0,2,6,1,505,0
890,8064,5,7,672,1,0,3,6,1,576,0
891,11184,6,5,918,2,1,3,7,1,440,1
892,8414,6,8,1059,1,0,3,6,0,264,0
893,13284,5,5,1383,1,0,3,6,1,354,1
894,7018,5,5,0,2,0,4,8,0,400,0
895,7056,6,5,780,1,1,4,8,1,483,0
896,8765,4,6,951,1,0,2,6,0,327,0
897,7018,5,5,0,2,0,6,12,0,528,0
898,12919,9,5,2330,2,1,2,11,2,820,1
899,6993,5,7,912,1,0,3,6,1,288,0
900,7340,4,6,858,1,0,2,4,0,684,0
901,8712,5,7,992,1,0,2,5,0,756,0
902,7875,7,5,783,2,1,3,8,1,393,1
903,14859,7,5,1670,2,0,3,7,1,690,1
904,6173,5,6,876,1,0,3,6,0,288,0
905,9920,5,5,1056,1,0,3,6,0,280,0
906,13501,8,5,1623,2,0,3,8,1,865,1
907,11500,7,7,1017,1,1,3,6,1,180,1
908,8885,5,5,864,1,0,2,5,0,484,0
909,12589,6,5,742,2,1,3,8,1,390,1
910,11600,5,5,1105,2,0,5,12,0,480,0
911,9286,5,7,1268,1,1,3,5,0,252,0
912,6120,5,7,768,1,0,3,6,0,450,0
913,6270,5,6,1001,2,0,4,8,0,871,0
914,3000,6,5,612,2,1,2,4,0,528,1
915,2001,4,5,546,1,1,3,6,0,286,0
916,9000,2,3,480,0,0,1,4,0,308,0
917,17140,4,6,1134,1,0,3,6,0,284,0
918,13125,7,5,1104,2,1,4,8,1,833,1
919,11029,6,8,1184,1,0,3,6,1,601,1
920,8462,6,5,928,2,1,3,7,0,471,1
921,8777,5,7,1272,2,2,4,9,0,0,0
922,10237,6,5,1316,2,0,3,6,1,397,1
923,8012,6,5,1604,2,0,2,5,1,533,1
924,10240,6,6,1686,2,0,3,7,1,612,1
925,15611,5,6,1126,2,0,3,6,0,540,1
926,11999,8,5,1181,2,1,4,10,1,656,1
927,9900,7,5,832,2,1,4,9,1,486,1
928,11838,8,5,1753,2,0,3,7,1,522,1
929,13006,7,5,964,2,1,4,8,1,642,1
930,8925,8,5,1466,2,0,3,7,0,610,1
931,9100,5,6,925,1,0,2,5,0,429,0
932,11670,9,5,1905,2,0,3,8,1,788,1
933,8487,7,5,1500,2,0,3,6,0,570,1
934,27650,7,7,585,2,0,4,9,1,505,1
935,5825,4,5,600,1,0,1,5,0,528,0
936,10083,7,5,1176,2,0,2,5,0,555,1
937,9675,7,5,1113,2,1,3,8,1,689,1
938,8760,7,5,1391,2,1,3,7,0,868,1
939,24090,7,7,1032,2,0,4,10,2,349,1
940,12640,6,5,1728,2,0,4,8,0,574,0
941,8755,7,5,992,2,1,3,8,1,390,1
942,7711,4,3,1440,2,0,4,8,0,0,0
943,25000,5,4,1632,2,0,4,8,0,576,0
944,14375,6,6,819,1,0,3,7,1,525,0
945,8820,5,6,1088,1,0,2,7,0,456,0
946,8163,5,6,1144,1,0,3,6,1,796,0
947,14536,8,5,1616,2,0,3,9,1,808,1
948,14006,7,5,936,2,1,3,7,1,474,1
949,9360,6,7,1161,1,1,3,5,1,676,1
950,7200,5,8,864,1,0,3,5,0,720,0
951,7800,5,5,828,1,0,3,6,0,300,0
952,7200,5,8,768,1,0,2,5,0,396,0
953,11075,5,4,784,2,1,4,7,1,530,1
954,9400,6,5,945,2,0,4,4,0,0,0
955,7136,6,6,979,2,0,4,8,0,492,0
956,1300,6,6,561,1,1,2,5,1,462,0
957,7420,5,5,1057,1,0,3,6,0,576,0
958,8450,7,5,1337,2,0,3,6,0,531,1
959,2572,7,5,696,2,1,3,6,0,484,0
960,7207,5,7,858,1,0,2,4,0,0,0
961,12227,6,7,1330,2,1,4,11,1,619,1
962,2308,6,6,804,2,1,3,7,1,440,0
963,11923,9,5,1800,2,0,2,7,0,702,1
964,11316,7,5,817,2,1,4,8,1,510,1
965,10237,6,5,783,2,1,3,8,1,393,1
966,9600,5,7,728,1,1,2,7,2,256,0
967,7390,5,7,1098,1,0,3,6,0,260,0
968,5925,3,6,600,1,0,2,6,0,0,0
969,10382,6,5,588,1,0,2,6,0,264,0
970,10800,4,4,720,1,1,4,6,0,0,0
971,2268,7,5,764,2,0,2,6,0,474,1
972,7892,6,5,918,2,0,2,5,1,264,0
973,11639,7,5,1428,2,0,3,6,0,480,1
974,11414,7,8,728,1,0,3,8,0,532,1
975,2651,7,5,673,2,1,3,6,0,490,1
976,5900,4,7,440,1,0,2,4,0,0,0
977,4274,7,5,1241,1,1,1,4,0,569,1
978,9450,4,5,894,1,0,3,5,0,400,0
979,8816,5,6,1121,1,0,3,5,0,480,0
980,12122,7,9,944,1,0,3,6,0,588,1
981,12203,8,5,1225,2,1,4,8,1,676,1
982,3182,7,5,1266,2,0,2,6,1,388,0
983,11250,8,5,1128,2,1,4,9,1,779,1
984,10125,5,5,0,2,0,4,8,0,539,0
985,10880,5,5,1164,1,0,3,5,0,240,0
986,5310,6,8,485,1,0,2,5,0,255,0
987,10159,9,5,1930,2,1,3,8,1,606,1
988,12046,6,6,848,2,1,4,8,1,551,1
989,8125,7,5,770,2,1,3,6,0,614,1
990,9452,8,5,1396,2,1,3,7,1,870,1
991,17671,8,9,916,1,1,4,8,1,424,1
992,9760,6,8,822,2,1,3,7,1,440,1
993,8846,6,5,750,2,1,3,6,0,564,1
994,12456,10,5,1700,2,0,3,7,1,786,1
995,4712,4,7,747,1,1,3,5,0,305,0
996,10659,5,6,1050,1,0,3,6,0,368,0
997,11717,6,6,1442,2,0,2,6,1,615,1
998,9786,3,4,1007,1,0,3,6,1,210,0
999,6762,7,5,1187,2,0,2,6,0,632,1
1000,10206,3,3,0,1,0,2,4,0,528,0
1001,5400,5,6,691,1,0,2,4,0,216,0
1002,11957,8,5,1574,2,0,3,7,1,824,1
1003,11500,5,6,1680,2,0,4,8,0,528,0
1004,3182,7,5,1346,2,0,1,7,1,457,1
1005,8385,5,8,985,2,0,3,6,0,328,0
1006,12155,6,3,1657,2,0,3,7,1,484,1
1007,2217,4,4,546,1,1,3,6,0,286,0
1008,12118,7,5,1710,2,0,3,7,1,550,1
1009,6000,5,5,1008,2,0,4,7,0,0,0
1010,21286,5,5,720,2,0,4,7,1,312,0
1011,9825,5,5,0,2,0,4,8,0,0,0
1012,10592,6,7,602,1,1,3,7,2,180,1
1013,7200,5,4,1022,1,0,2,4,0,280,0
1014,11664,6,5,1082,1,0,2,5,1,240,0
1015,8400,8,6,810,2,1,3,6,0,528,1
1016,11883,7,5,1504,2,0,3,6,1,478,1
1017,5814,8,5,1220,1,0,1,4,1,565,1
1018,10784,7,5,384,2,1,3,7,1,402,0
1019,3013,7,5,1362,2,0,2,6,1,440,1
1020,7024,4,5,1132,1,1,2,5,0,451,1
1021,7406,7,5,1199,2,0,2,6,0,632,1
1022,9439,5,5,912,1,0,2,6,0,160,0
1023,3182,7,5,1346,2,0,2,7,1,437,1
1024,15498,8,6,1565,2,0,2,10,1,665,1
1025,7700,5,5,882,1,0,3,5,0,461,0
1026,9300,5,5,1268,1,0,3,6,2,461,1
1027,9520,8,5,1638,2,0,3,7,1,800,1
1028,9492,5,5,768,1,0,3,6,1,240,0
1029,1680,6,7,672,1,1,3,7,0,264,0
1030,7082,5,8,686,2,0,5,10,0,0,0
1031,15863,7,3,824,2,1,5,12,2,672,1
1032,14541,8,7,1338,2,1,5,10,1,796,1
1033,8125,7,5,1654,2,0,3,6,0,900,1
1034,6305,5,7,920,1,0,2,5,1,240,0
1035,11500,4,3,0,1,0,3,5,0,290,0
1036,12898,9,5,1620,2,0,2,6,1,912,1
1037,9240,8,5,1055,2,1,3,7,1,905,1
1038,1533,4,6,546,1,1,3,6,1,0,0
1039,1477,4,4,630,1,0,1,3,0,286,0
1040,13125,5,4,1134,2,0,3,8,1,484,0
1041,9130,6,8,800,1,1,4,7,0,484,1
1042,5381,6,5,1306,2,0,1,5,1,624,1
1043,11839,7,5,1475,2,1,4,10,1,514,1
1044,9600,8,5,2524,2,1,4,9,1,542,1
1045,13680,3,5,0,2,0,4,8,1,452,0
1046,16056,9,5,1992,3,1,4,11,1,716,1
1047,9245,5,5,990,1,0,3,5,0,672,0
1048,21750,5,4,0,1,0,3,9,1,336,0
1049,11100,4,7,0,1,0,2,6,0,308,0
1050,8993,7,5,1302,2,0,3,6,0,436,1
1051,11175,7,5,1316,2,0,3,6,1,440,1
1052,9500,6,6,816,1,1,4,9,1,540,1
1053,8562,5,6,1216,1,0,4,7,1,364,0
1054,11367,8,5,1065,2,1,3,7,1,586,1
1055,11361,6,5,1193,2,0,3,7,1,478,1
1056,7052,7,5,1364,2,0,2,6,1,484,1
1057,29959,7,6,973,2,1,3,7,1,467,1
1058,11308,9,5,1104,2,1,3,10,1,836,1
1059,11275,6,7,854,1,1,3,7,1,432,1
1060,4920,8,5,1338,2,0,2,6,0,582,1
1061,18000,3,4,894,1,0,2,6,0,1248,0
1062,13600,5,5,662,2,0,5,10,0,560,0
1063,6000,6,6,1103,1,0,2,5,1,440,0
1064,11000,5,6,1154,1,1,3,6,1,480,0
1065,14000,7,5,1306,2,1,3,7,0,533,1
1066,7837,6,7,799,2,1,3,7,1,380,1
1067,9760,6,6,780,1,1,4,7,0,442,1
1068,3964,6,4,942,2,1,5,10,1,576,0
1069,9600,5,7,845,1,0,2,4,0,576,0
1070,10152,5,5,1048,1,0,3,6,0,286,0
1071,11700,6,6,727,1,1,4,8,0,441,0
1072,7585,5,3,810,1,0,4,7,1,280,0
1073,7950,6,6,690,1,1,3,6,0,440,0
1074,8556,7,5,1240,2,0,2,5,0,826,1
1075,13125,7,6,800,1,1,3,6,2,240,1
1076,10800,5,8,796,2,0,3,7,1,566,1
1077,15870,5,5,1096,1,0,3,6,0,299,0
1078,4435,6,5,848,1,0,1,3,1,420,0
1079,8775,5,5,990,1,0,3,5,0,299,0
1080,11040,6,7,1258,2,0,3,5,0,528,0
1081,7500,5,5,1040,1,1,3,5,0,308,0
1082,8749,7,5,1459,2,0,3,6,1,527,1
1083,8800,6,6,1251,1,0,3,6,2,461,0
